# stan_version_major = 2
# stan_version_minor = 37
# stan_version_patch = 0
# model = test_with_prior_model
# start_datetime = 2026-03-26 07:02:07 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = false (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = true (Default)
#       gamma = 0.05 (Default)
#       delta = 0.8 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#       save_metric = false (Default)
#     algorithm = fixed_param
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = data.json
# init = 2 (Default)
# random
#   seed = 807198272 (Default)
# output
#   file = prior_results.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = 8 (Default)
#   profile_file = profile.csv (Default)
#   save_cmdstan_config = false (Default)
# num_threads = 8
# stanc_version = stanc3 v2.37.0
# stancflags = 
lp__,accept_stat__,mu,kappa,theta.1,theta.2,theta.3,mu_prior,kappa_prior,theta_prior.1,theta_prior.2,theta_prior.3,y_prior.1,y_prior.2,y_prior.3
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.074444864,1.4688347,0.011343128,0.0046619514,1.3610015e-09,3,2,0
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.1275629,3.8473798,0.13790486,0.078241727,0.20947689,41,50,118
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.093262525,1.8153851,0.12171086,0.012206337,0.071307544,32,3,32
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.17145344,23.63868,0.36345658,0.15874005,0.095636295,116,70,58
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.29187819,0.60416259,4.8213603e-11,0.25733982,3.8074328e-05,0,117,0
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.15807967,7.137739,0.13792311,0.075466378,0.021939908,38,37,12
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.095695955,12.47509,0.055345463,0.069610361,0.098024002,15,31,57
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.19980114,19.262755,0.27187783,0.40957388,0.17824985,71,196,111
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.23288618,0.28239715,0.3948509,0.01170831,0.0007687849,124,8,0
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.068603654,7.2614598,0.081788784,0.0088047493,0.0043836538,33,0,1
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.25984835,2.6607506,0.21867311,0.046298577,0.028278054,69,17,14
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.32069947,3.8493637,0.13142651,0.050240348,0.49610837,46,22,285
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.25469662,7.711967,0.1314703,0.1472609,0.55465464,37,79,307
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.2120585,25.084568,0.28151848,0.15036575,0.27350981,86,89,159
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.17129023,2.6067675,0.094088075,0.48808149,0.50583167,29,276,331
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.21487044,18.907552,0.24885978,0.26911656,0.15373002,68,134,92
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.1301571,3.4293074,0.0051656975,0.026784518,0.01807568,0,17,10
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.095351563,3.4771175,8.2462357e-05,2.4923803e-05,0.16251569,0,0,83
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.094181668,22.041774,0.053675538,0.1222194,0.056461791,13,67,38
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.12567018,1.2467692,2.1222693e-06,0.0032735465,0.008590016,0,1,8
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.24452341,4.5271777,0.10675462,0.34824062,0.012145115,26,186,8
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.21511245,14.11632,0.32267763,0.19854768,0.36411881,93,88,206
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.29248917,4.3264478,0.57476217,0.13733131,0.20634655,173,84,123
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.17491022,31.439791,0.23665599,0.16733251,0.29309959,72,72,160
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.31542915,14.90199,0.21971701,0.35587262,0.24815919,71,170,141
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.34444187,0.36092803,0.99999988,0.016357717,0.95842073,308,6,556
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.050378897,8.4895603,0.061689131,0.011343147,0.076332555,20,7,43
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.02334317,4.0574971,9.74745e-15,7.8881812e-11,0.0042247789,0,0,2
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.33136982,1.5035827,0.78306752,0.15432948,0.089687827,249,74,58
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.26934342,1.0187438,0.11124137,0.74476688,0.024527378,33,368,17
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.10096723,7.3446075,0.11850844,0.11200185,0.20655718,31,64,128
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.13744111,12.613927,0.037809004,0.19031741,0.05703894,8,83,30
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.1416329,20.153,0.023081343,0.19560753,0.3032471,6,88,180
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.34333966,25.744841,0.26690588,0.34089612,0.39369594,79,178,243
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.09069792,2.0164586,0.040288917,0.48435967,0.00010047249,11,258,0
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.10861073,6.9791758,0.034849823,0.063744172,0.024211956,9,38,7
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.29028391,1.9694811,0.17401022,0.066557417,0.083725289,56,26,60
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.11189204,29.144287,0.094362486,0.05871038,0.22373651,28,32,136
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.16935409,5.1660524,0.11666329,0.22120741,0.0034707653,26,108,3
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.17385263,1.1334105,2.9906026e-06,0.00035281475,5.4659366e-06,0,0,0
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.28508338,16.184093,0.10385524,0.22734262,0.39029623,31,124,236
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.15822091,3.014323,0.55843459,0.4607222,0.22601241,165,215,134
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.11100366,5.9731432,0.00080959588,0.30119012,0.26645739,0,148,159
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.08835386,21.730163,0.14529242,0.060763029,0.052215078,38,31,25
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.35024501,30.701227,0.21346188,0.64129838,0.18042663,66,307,95
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.19649795,6.2183088,0.12728612,0.1860411,0.030407269,43,75,20
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.26554995,16.933681,0.28482658,0.20741991,0.1886361,95,99,125
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.16818045,3.9339246,0.17669517,0.041023483,0.78415082,48,15,471
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.35422417,9.6172353,0.22240427,0.42069048,0.35036072,72,196,193
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.095126803,7.4477733,0.0013976817,0.0084271245,0.020694306,0,4,12
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.40725075,16.564331,0.50291304,0.25448903,0.38988431,146,125,230
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.051562372,31.384547,0.035376861,0.046391782,0.031840394,17,23,26
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.20323147,10.255641,0.18503327,0.28247254,0.087313896,52,143,48
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.37827337,14.697305,0.43109415,0.36493036,0.33197005,131,168,194
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.078068654,4.9856776,0.01158377,0.2347962,0.26868275,1,120,156
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.15534214,11.571435,0.15919712,0.15430431,0.016240684,52,76,9
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.21449142,22.491924,0.26209166,0.25498239,0.17386249,80,125,115
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.2235184,5.2874838,0.040793343,0.37727277,0.26939503,18,192,155
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.28913266,9.5617998,0.13119695,0.37676913,0.04676975,46,168,37
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.049696159,4.5819447,0.028851312,7.2130978e-06,0.060393193,12,0,32
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.040124782,6.171465,0.16594473,0.037652625,2.3713403e-05,47,14,0
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.16415705,40.210278,0.090991977,0.21425763,0.13927278,29,115,80
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.17400628,9.9831599,0.17490418,0.036216143,0.28507374,47,16,155
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.34087824,29.000671,0.28056152,0.37807694,0.4196225,70,185,248
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.49001784,24.714648,0.49925012,0.32225,0.66555603,150,154,404
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.29513363,13.286752,0.45341838,0.3371878,0.084826748,139,145,49
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.11688455,3.3480932,0.026182016,0.68483499,0.23111126,10,360,128
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.043508131,5.2906051,0.0020276323,0.0013043318,3.0214883e-05,0,3,0
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.06707182,6.3309507,1.4356839e-05,0.058230623,0.00089762826,0,32,0
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.12633038,5.481625,0.02301693,0.014752362,0.092768803,10,9,48
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.10353579,15.845643,0.11090414,0.16835111,0.047909488,31,73,27
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.36144352,25.644472,0.46832356,0.29068938,0.30325627,150,130,182
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.065584379,48.34323,0.034021051,0.059365096,0.075576478,14,29,49
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.094396763,29.779689,0.076587192,0.12097748,0.055143747,20,59,37
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.13024795,0.76962573,6.0169481e-06,0.56335768,0.089642609,0,293,47
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.075604332,1.4658893,0.27030363,0.034603442,0.50959817,71,18,307
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.096298218,36.458425,0.10059856,0.192792,0.03335438,27,91,26
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.15795686,1.2824507,0.0037350877,1.3094753e-06,0.76814939,3,0,450
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.17838499,7.3255753,0.067693922,0.47281983,0.20703419,22,239,116
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.16263002,0.48166579,0.8100989,2.4587121e-08,0.098119043,242,0,47
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.061136142,6.7766384,0.036364279,6.6119874e-06,0.0024564741,11,0,2
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.052342208,9.3276162,0.005968394,0.026836288,0.07239999,3,13,50
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.1545652,1.141576,0.63750275,0.0010517136,1.1946589e-08,197,0,0
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.35528579,3.0129707,0.1031642,0.099847757,0.22416335,25,42,114
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.29857914,8.1815129,0.29254049,0.06829202,0.43988411,83,34,238
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.079540608,2.1141656,0.088938798,0.017806733,0.13983996,25,12,100
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.034734545,2.0494349,0.0030435068,0.070466424,8.1456357e-13,0,43,0
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.1227714,12.865048,0.17990631,0.062604501,0.15270618,61,30,124
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.34255671,1.8949362,0.48940734,0.65268355,0.14162208,138,325,92
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.31299612,0.064285733,1.0057861e-78,4.5539737e-20,0.0057827666,0,0,3
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.15520532,3.2958341,0.19205165,0.36666987,0.14432601,75,182,99
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.14191564,5.6514889,0.0062336549,0.087856115,0.04986351,0,39,24
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.20720533,2.371546,0.010590193,0.29559744,0.11256594,3,152,65
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.18805163,7.0881352,0.14134143,0.049464055,0.24781618,51,21,141
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.077841998,2.6058138,0.26142494,0.066534775,0.20166009,86,36,132
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.15716493,5.9292118,0.11114033,0.1222551,0.25477348,34,67,147
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.14221552,1.0428212,4.1586197e-05,0.83395026,0.0034315832,0,431,3
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.31410234,6.4304622,0.42001615,0.046690456,0.46454404,122,26,257
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.18413178,1.6693331,0.041503749,0.18442779,0.21706827,11,101,130
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.062363939,8.18997,0.014923139,0.009730068,1.4037406e-05,4,6,0
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.18328215,1.2360672,0.019470504,0.040414308,0.13977062,7,16,89
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.3668448,5.5503743,0.36528931,0.4467548,0.19274992,128,220,109
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.22929379,43.552508,0.14441965,0.2085455,0.19137409,55,93,108
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.2260004,1.6126049,0.00052089516,0.0045280845,0.19419436,2,4,98
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.10011683,3.4870779,0.042039298,0.048863226,0.089097299,13,33,65
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.0072848978,12.219525,4.5959873e-07,0.0029750461,4.9277888e-09,0,1,0
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.32592907,10.9061,0.29846094,0.27036006,0.24393005,102,117,121
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.13957558,29.035719,0.059632293,0.15153872,0.070989241,19,91,49
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.059261368,7.7150786,0.010447344,0.0037357417,0.20041613,3,1,107
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.019628652,8.3577209,0.00010264496,1.0634399e-14,0.00014472472,0,0,1
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.080952323,3.7766576,0.059999262,0.18244121,0.0023224727,14,80,1
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.52685733,8.5999275,0.30219649,0.59877136,0.42589815,106,295,263
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.19141544,7.3223732,0.41478836,0.25470661,0.27939271,121,136,163
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.047328998,5.6400345,0.0056650575,0.045989065,0.047204568,1,25,23
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.22480125,3.7564046,0.054882574,0.35729201,0.52185717,18,183,311
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.29876503,2.8640162,0.17788955,0.039134316,0.25616606,55,22,155
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.15096439,19.891144,0.025996027,0.092454814,0.14936873,8,49,87
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.10084704,3.0262969,0.0031049037,0.19816659,0.30116403,3,81,172
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.20520624,19.211305,0.064986946,0.12327864,0.13433161,22,66,85
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.15248351,17.043691,0.16101967,0.077726086,0.13984775,48,38,74
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.17626777,0.78723464,0.02381094,0.0033601405,0.1322494,5,2,94
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.2843899,8.9914286,0.57548509,0.32770717,0.26641729,177,171,133
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.25423466,9.6320959,0.19328898,0.19453116,0.20332086,60,90,110
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.18917145,9.4526972,0.088324105,0.29197238,0.07710656,25,162,38
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.25774003,5.097329,0.14342329,0.068142525,0.077973563,40,25,37
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.15617966,7.0404491,0.064857027,0.19125069,0.18917774,15,105,122
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.2616472,13.353618,0.13215694,0.22363377,0.14773773,44,93,97
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.40296983,5.6557713,0.32805951,0.50400408,0.61125679,95,261,344
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.14025407,0.29839713,1.362437e-05,9.7915175e-37,4.3751491e-11,0,0,0
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.19097086,5.2989066,0.39427497,0.22567247,0.11920272,118,111,57
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.35437443,2.562906,0.35560989,0.40731105,0.54231264,116,208,316
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.19694982,18.077832,0.14111932,0.085119758,0.14277977,38,41,87
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.15624881,8.6321963,0.30090365,0.25495567,0.21358132,89,129,125
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.42734496,13.285542,0.36838428,0.55949493,0.33177731,111,260,194
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.11371976,1.4800889,0.01503092,0.15280976,0.30539996,2,83,206
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.055752652,0.64323138,0.24945769,2.3798959e-53,1.3377667e-14,67,0,0
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.10621453,3.7788341,0.037528926,0.0010509044,0.039824207,6,0,19
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.25254688,8.6599058,0.20546236,0.2815092,0.1701853,56,125,99
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.47337161,1.4787046,0.92901555,0.58766988,0.91603276,284,295,535
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.090322332,14.982287,0.075100325,0.088684549,0.13981973,16,32,83
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.27457178,3.0459117,0.15722137,0.028160372,0.3894818,44,19,222
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.17481302,10.154167,0.29055236,0.14715143,0.19540311,100,67,106
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.38483007,4.0982675,0.5107979,0.45463477,0.44295967,167,214,265
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.19438066,11.963644,0.20352866,0.10825913,0.13470903,68,65,83
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.29056386,1.654642,0.38704478,0.30422182,0.59163862,119,154,353
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.033814302,0.95237153,0.44820213,3.7895563e-10,2.0092717e-06,132,0,0
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.13561248,2.7087893,0.011091405,0.076188968,2.8087041e-05,7,42,0
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.3012627,1.1527434,0.61132392,0.8348195,0.97846332,180,424,574
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.30031485,6.2618831,0.025021485,0.27556922,0.25871716,6,140,155
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.37671993,0.44019013,0.83379599,0.091443387,0.010096068,261,39,9
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.079971487,8.2525246,0.00024088564,0.069813524,0.026203689,0,37,12
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.18137015,29.101397,0.18619053,0.20128962,0.024927224,55,95,12
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.22853953,14.148629,0.44600596,0.24469238,0.077551206,138,117,46
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.28216436,19.487866,0.38497025,0.35196112,0.38946784,113,192,215
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.25766539,11.935598,0.38396444,0.043866941,0.21897477,124,24,138
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.55893144,0.58991781,0.97199246,0.0019901493,0.090321007,297,1,52
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.1477867,5.0888091,0.16163419,0.032301167,0.024023622,40,21,10
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.04943171,3.4592495,3.263311e-07,0.039055587,0.24405609,0,19,151
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.23687489,1.9367542,0.00068790048,0.50996022,0.039125988,0,240,22
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.15852566,3.4077905,0.048286178,0.10738997,0.10159862,11,53,56
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.39169958,5.7427162,0.2794864,0.38997348,0.25030197,86,197,148
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.22576248,0.64566312,3.189345e-08,0.029363924,1.8645776e-09,0,15,0
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.11141001,2.4143643,0.027299288,0.15784945,0.032716106,10,73,25
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.44119494,3.1120531,0.48331832,0.41670825,0.24380004,149,186,156
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.24619485,1.1895161,0.13157176,0.0059314895,4.7313676e-05,32,6,0
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.21115967,3.8823833,0.023408593,0.026235655,0.17376731,7,10,105
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.18386386,17.225979,0.10629503,0.26557239,0.39405885,33,125,233
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.098806823,0.45115716,5.4320891e-24,2.6199575e-13,0.044525067,0,0,31
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.19047652,1.869699,0.88581227,0.033942854,0.41348387,261,15,224
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.30375787,9.8010966,0.15580747,0.65754408,0.28134213,55,319,163
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.017145937,5.7878174,0.043355004,0.12440934,5.6438853e-05,10,67,0
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.32457205,23.081272,0.59165768,0.36118627,0.2800611,187,179,162
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.28344002,0.46134852,0.47505124,0.002623741,0.23491366,122,1,152
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.11989341,22.667737,0.055562418,0.19485579,0.1844883,18,95,115
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.31489308,5.3820958,0.35872908,0.24149256,0.36358514,103,109,207
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.21942072,3.6169523,0.19949246,0.16821147,0.00092281776,68,88,1
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.17508076,8.4580315,0.16483042,0.52871294,0.2537776,42,264,153
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.20138562,19.0767,0.17102384,0.26965951,0.18229305,44,135,121
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.19084511,5.3256476,0.064966329,0.15353176,0.068942936,21,78,40
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.18276447,14.867651,0.07306333,0.077625292,0.13477828,21,41,81
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.1533626,10.849787,0.62922987,0.33151085,0.36140896,189,177,226
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.30774817,2.1039915,0.10154867,0.38680001,0.031892896,25,192,20
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.54694514,37.234381,0.61258669,0.57949137,0.48674388,194,274,304
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.19325494,1.1472298,0.15933749,0.28508032,0.044968108,45,157,25
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.33870922,10.239639,0.20177804,0.24239021,0.51492533,77,123,289
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.4956669,2.4527317,0.095956515,0.96860368,0.2494304,26,487,153
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.24332558,15.852789,0.29818731,0.24473769,0.10829444,92,128,73
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.11883245,7.3549302,0.096065415,0.018346198,0.06328249,27,8,42
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.083872179,2.1560868,0.016732392,0.012622581,0.01418741,4,10,4
0,0,0.72221587,0.14040365,0.80491973,0.56235216,0.67118821,0.11572651,7.4712368,0.39616426,0.17315608,0.063167136,137,66,39
